timestamp,price
2024-07-23 23:59:59.999,65936.01000000
2024-07-24 23:59:59.999,65376.00000000
2024-07-25 23:59:59.999,65799.95000000
2024-07-26 23:59:59.999,67907.99000000
2024-07-27 23:59:59.999,67896.50000000
2024-07-28 23:59:59.999,68249.88000000
2024-07-29 23:59:59.999,66784.69000000
2024-07-30 23:59:59.999,66188.00000000
2024-07-31 23:59:59.999,64628.00000000
2024-08-01 23:59:59.999,65354.02000000
2024-08-02 23:59:59.999,61498.33000000
2024-08-03 23:59:59.999,60697.99000000
2024-08-04 23:59:59.999,58161.00000000
2024-08-05 23:59:59.999,54018.81000000
2024-08-06 23:59:59.999,56022.01000000
2024-08-07 23:59:59.999,55134.16000000
2024-08-08 23:59:59.999,61685.99000000
2024-08-09 23:59:59.999,60837.99000000
2024-08-10 23:59:59.999,60923.51000000
2024-08-11 23:59:59.999,58712.59000000
2024-08-12 23:59:59.999,59346.64000000
2024-08-13 23:59:59.999,60587.15000000
2024-08-14 23:59:59.999,58683.39000000
2024-08-15 23:59:59.999,57541.06000000
2024-08-16 23:59:59.999,58874.60000000
2024-08-17 23:59:59.999,59491.99000000
2024-08-18 23:59:59.999,58427.35000000
2024-08-19 23:59:59.999,59438.50000000
2024-08-20 23:59:59.999,59013.80000000
2024-08-21 23:59:59.999,61156.03000000
2024-08-22 23:59:59.999,60375.84000000
2024-08-23 23:59:59.999,64037.24000000
2024-08-24 23:59:59.999,64157.01000000
2024-08-25 23:59:59.999,64220.00000000
2024-08-26 23:59:59.999,62834.00000000
2024-08-27 23:59:59.999,59415.00000000
2024-08-28 23:59:59.999,59034.90000000
2024-08-29 23:59:59.999,59359.01000000
2024-08-30 23:59:59.999,59123.99000000
2024-08-31 23:59:59.999,58973.99000000
2024-09-01 23:59:59.999,57301.86000000
2024-09-02 23:59:59.999,59132.13000000
2024-09-03 23:59:59.999,57487.73000000
2024-09-04 23:59:59.999,57970.90000000
2024-09-05 23:59:59.999,56180.00000000
2024-09-06 23:59:59.999,53962.97000000
2024-09-07 23:59:59.999,54160.86000000
2024-09-08 23:59:59.999,54869.95000000
2024-09-09 23:59:59.999,57042.00000000
2024-09-10 23:59:59.999,57635.99000000
2024-09-11 23:59:59.999,57338.00000000
2024-09-12 23:59:59.999,58132.32000000
2024-09-13 23:59:59.999,60498.00000000
2024-09-14 23:59:59.999,59993.03000000
2024-09-15 23:59:59.999,59132.00000000
2024-09-16 23:59:59.999,58213.99000000
2024-09-17 23:59:59.999,60313.99000000
2024-09-18 23:59:59.999,61759.99000000
2024-09-19 23:59:59.999,62947.99000000
2024-09-20 23:59:59.999,63201.05000000
2024-09-21 23:59:59.999,63348.96000000
2024-09-22 23:59:59.999,63578.76000000
2024-09-23 23:59:59.999,63339.99000000
2024-09-24 23:59:59.999,64262.70000000
2024-09-25 23:59:59.999,63152.01000000
2024-09-26 23:59:59.999,65173.99000000
2024-09-27 23:59:59.999,65769.95000000
2024-09-28 23:59:59.999,65858.00000000
2024-09-29 23:59:59.999,65602.01000000
2024-09-30 23:59:59.999,63327.59000000
2024-10-01 23:59:59.999,60805.78000000
2024-10-02 23:59:59.999,60649.28000000
2024-10-03 23:59:59.999,60752.71000000
2024-10-04 23:59:59.999,62086.00000000
2024-10-05 23:59:59.999,62058.00000000
2024-10-06 23:59:59.999,62819.91000000
2024-10-07 23:59:59.999,62224.00000000
2024-10-08 23:59:59.999,62160.49000000
2024-10-09 23:59:59.999,60636.02000000
2024-10-10 23:59:59.999,60326.39000000
2024-10-11 23:59:59.999,62540.00000000
2024-10-12 23:59:59.999,63206.22000000
2024-10-13 23:59:59.999,62870.02000000
2024-10-14 23:59:59.999,66083.99000000
2024-10-15 23:59:59.999,67074.14000000
2024-10-16 23:59:59.999,67620.01000000
2024-10-17 23:59:59.999,67421.78000000
2024-10-18 23:59:59.999,68428.00000000
2024-10-19 23:59:59.999,68378.00000000
2024-10-20 23:59:59.999,69031.99000000
2024-10-21 23:59:59.999,67377.50000000
2024-10-22 23:59:59.999,67426.00000000
2024-10-23 23:59:59.999,66668.65000000
2024-10-24 23:59:59.999,68198.28000000
2024-10-25 23:59:59.999,66698.33000000
2024-10-26 23:59:59.999,67092.76000000
2024-10-27 23:59:59.999,68021.70000000
2024-10-28 23:59:59.999,69962.21000000
2024-10-29 23:59:59.999,72736.42000000
2024-10-30 23:59:59.999,72344.74000000
2024-10-31 23:59:59.999,70292.01000000
2024-11-01 23:59:59.999,69496.01000000
2024-11-02 23:59:59.999,69374.74000000
2024-11-03 23:59:59.999,68775.99000000
2024-11-04 23:59:59.999,67850.01000000
2024-11-05 23:59:59.999,69372.01000000
2024-11-06 23:59:59.999,75571.99000000
2024-11-07 23:59:59.999,75857.89000000
2024-11-08 23:59:59.999,76509.78000000
2024-11-09 23:59:59.999,76677.46000000
2024-11-10 23:59:59.999,80370.01000000
2024-11-11 23:59:59.999,88647.99000000
2024-11-12 23:59:59.999,87952.01000000
2024-11-13 23:59:59.999,90375.20000000
2024-11-14 23:59:59.999,87325.59000000
2024-11-15 23:59:59.999,91032.07000000
2024-11-16 23:59:59.999,90586.92000000
2024-11-17 23:59:59.999,89855.99000000
2024-11-18 23:59:59.999,90464.08000000
2024-11-19 23:59:59.999,92310.79000000
2024-11-20 23:59:59.999,94286.56000000
2024-11-21 23:59:59.999,98317.12000000
2024-11-22 23:59:59.999,98892.00000000
2024-11-23 23:59:59.999,97672.40000000
2024-11-24 23:59:59.999,97900.04000000
2024-11-25 23:59:59.999,93010.01000000
2024-11-26 23:59:59.999,91965.16000000
2024-11-27 23:59:59.999,95863.11000000
2024-11-28 23:59:59.999,95643.98000000
2024-11-29 23:59:59.999,97460.00000000
2024-11-30 23:59:59.999,96407.99000000
2024-12-01 23:59:59.999,97294.81000000
